id_venda,data_venda,tipo_vinho,produto,safra,preco_unitario,quantidade,desconto_aplicado,canal,regiao_cliente,tipo_cliente,forma_pagamento,valor_total,sucesso_venda
673,2024-11-18,Tinto,Cabernet Reserva,2000,154.29,4,0.15,E-commerce,Sudeste,PF,Credito,524.59,1
674,2025-04-06,Rose,Rose Brasileiro,2000,147.59,2,0.15,Distribuidor,Nordeste,PF,Boleto,250.9,1
675,2024-11-04,Branco,Chardonnay Safra,2014,159.91,5,0.05,Loja Fisica,Sudeste,PF,Credito,759.57,0
676,2024-08-18,Tinto,Malbec Premium,2019,319.0,4,0.05,Distribuidor,Centro-Oeste,PF,Credito,1212.2,1
677,2025-05-18,Tinto,Malbec Premium,2019,208.47,1,0.15,Eventos,Sul,PF,Debito,177.2,1
678,2025-05-11,Tinto,Cabernet Reserva,2009,227.94,10,0.0,E-commerce,Norte,PF,Credito,2279.4,0
679,2024-11-22,Tinto,Cabernet Reserva,2010,274.2,2,0.15,E-commerce,Sudeste,PF,Debito,466.14,0
680,2024-10-05,Tinto,Tannat Especial,2018,131.31,6,0.05,E-commerce,Sul,PF,Debito,748.47,1
681,2025-07-19,Tinto,Malbec Premium,2012,336.51,31,0.05,E-commerce,Sudeste,PJ,Pix,9910.22,1
682,2024-08-31,Tinto,Merlot Classico,2015,131.32,9,0.0,Loja Fisica,Sudeste,PF,Credito,1181.88,0
683,2026-03-07,Branco,Riesling Doce,2000,223.64,9,0.1,E-commerce,Sudeste,PF,Debito,1811.48,0
684,2025-06-10,Tinto,Merlot Classico,2001,251.77,3,0.25,Loja Fisica,Norte,PF,Credito,566.48,0
685,2026-04-22,Branco,Sauvignon Blanc,2005,139.33,7,0.0,E-commerce,Sudeste,PF,Credito,975.31,0
686,2024-11-11,Espumante,Moscatel Doce,2005,191.7,9,0.0,E-commerce,Sudeste,PF,Credito,1725.3,1
687,2026-02-09,Tinto,Tannat Especial,2012,91.72,4,0.1,Loja Fisica,Sudeste,PF,Credito,330.19,1
688,2025-04-27,Branco,Sauvignon Blanc,2000,122.37,11,0.1,E-commerce,Sudeste,PF,Debito,1211.46,1
689,2025-07-09,Tinto,Tannat Especial,2010,151.37,35,0.1,Loja Fisica,Nordeste,PJ,Boleto,4768.15,0
690,2024-09-30,Branco,Sauvignon Blanc,2022,62.63,10,0.1,Loja Fisica,Sudeste,PF,Credito,563.67,0
691,2025-03-24,Tinto,Tannat Especial,2017,298.28,3,0.25,E-commerce,Sudeste,PF,Pix,671.13,1
692,2025-05-27,Branco,Chardonnay Safra,2008,184.16,11,0.0,E-commerce,Sul,PF,Pix,2025.76,1
693,2025-11-04,Branco,Chardonnay Safra,2006,233.31,4,0.0,E-commerce,Sul,PF,Credito,933.24,0
694,2025-09-07,Tinto,Malbec Premium,2021,232.14,1,0.0,E-commerce,Sul,PF,Pix,232.14,1
695,2025-02-24,Branco,Riesling Doce,2017,195.72,10,0.1,E-commerce,Sul,PF,Pix,1761.48,0
696,2026-04-02,Branco,Riesling Doce,2006,164.51,3,0.0,Loja Fisica,Sul,PF,Debito,493.53,0
697,2024-05-29,Tinto,Malbec Premium,2012,126.76,3,0.05,E-commerce,Sudeste,PF,Debito,361.27,1
698,2024-11-03,Branco,Riesling Doce,2019,97.38,8,0.15,Loja Fisica,Centro-Oeste,PF,Credito,662.18,0
699,2026-04-01,Espumante,Brut Tradicional,2014,106.91,3,0.0,Loja Fisica,Nordeste,PF,Debito,320.73,1
700,2024-08-07,Tinto,Cabernet Reserva,2017,185.67,35,0.2,Eventos,Sul,PJ,Pix,5198.76,1
701,2026-02-06,Branco,Chardonnay Safra,2019,70.23,33,0.0,E-commerce,Sul,PJ,Debito,2317.59,1
702,2026-04-11,Tinto,Tannat Especial,2009,87.37,6,0.0,Loja Fisica,Sul,PF,Boleto,524.22,0
703,2026-04-13,Espumante,Moscatel Doce,2014,167.83,3,0.1,Loja Fisica,Sudeste,PF,Debito,453.14,0
704,2024-07-13,Tinto,Merlot Classico,2002,279.4,2,0.2,Loja Fisica,Sudeste,PF,Debito,447.04,0
705,2024-06-16,Branco,Chardonnay Safra,2009,121.9,8,0.05,Loja Fisica,Sudeste,PJ,Boleto,926.44,1
706,2024-07-07,Espumante,Brut Tradicional,2020,133.51,4,0.05,Loja Fisica,Sudeste,PF,Credito,507.34,1
707,2024-01-11,Tinto,Tannat Especial,2017,335.79,10,0.05,Loja Fisica,Sudeste,PF,Pix,3190.01,0
708,2024-07-03,Branco,Riesling Doce,2005,248.76,33,0.0,Loja Fisica,Sul,PJ,Debito,8209.08,0
709,2025-12-14,Rose,Rose Provence,2017,105.3,2,0.0,Distribuidor,Sudeste,PF,Pix,210.6,1
710,2025-05-03,Tinto,Merlot Classico,2011,170.57,7,0.0,Distribuidor,Nordeste,PF,Credito,1193.99,1
711,2024-08-05,Tinto,Tannat Especial,2015,233.41,11,0.0,E-commerce,Sudeste,PF,Credito,2567.51,1
712,2025-05-12,Espumante,Moscatel Doce,2009,303.91,24,0.0,E-commerce,Sul,PJ,Pix,7293.84,1
713,2024-01-06,Tinto,Merlot Classico,2007,203.89,10,0.2,Eventos,Nordeste,PF,Boleto,1631.12,1
714,2025-07-20,Tinto,Malbec Premium,2003,142.84,7,0.1,Loja Fisica,Sudeste,PF,Pix,899.89,1
715,2025-08-29,Tinto,Malbec Premium,2008,286.23,8,0.1,Distribuidor,Sudeste,PJ,Pix,2060.86,1
716,2025-09-17,Branco,Chardonnay Safra,2020,241.36,16,0.0,Eventos,Sul,PJ,Pix,3861.76,1
717,2025-01-17,Branco,Sauvignon Blanc,2017,97.39,15,0.05,E-commerce,Nordeste,PJ,Credito,1387.81,1
718,2025-04-09,Tinto,Malbec Premium,2002,342.73,4,0.2,E-commerce,Sul,PF,Credito,1096.74,1
719,2025-01-06,Tinto,Tannat Especial,2006,167.73,11,0.0,E-commerce,Sudeste,PF,Credito,1845.03,1
720,2024-08-18,Tinto,Malbec Premium,2003,318.66,25,0.1,E-commerce,Sudeste,PJ,Boleto,7169.85,0
721,2024-10-19,Tinto,Malbec Premium,2013,90.94,7,0.0,Loja Fisica,Norte,PF,Credito,636.58,0
722,2025-10-31,Tinto,Tannat Especial,2016,273.21,36,0.0,E-commerce,Sul,PJ,Credito,9835.56,1
723,2024-06-17,Tinto,Malbec Premium,2000,166.21,9,0.0,E-commerce,Sudeste,PF,Credito,1495.89,0
724,2024-07-07,Tinto,Cabernet Reserva,2008,249.01,11,0.05,Loja Fisica,Sudeste,PF,Pix,2602.15,0
725,2024-09-03,Branco,Chardonnay Safra,2021,97.42,2,0.15,E-commerce,Nordeste,PF,Boleto,165.61,1
726,2025-03-13,Tinto,Merlot Classico,2010,325.17,4,0.1,Distribuidor,Sul,PF,Credito,1170.61,1
727,2025-12-04,Rose,Rose Provence,2007,151.76,11,0.2,E-commerce,Sudeste,PF,Credito,1335.49,1
728,2026-02-20,Rose,Rose Brasileiro,2009,155.38,1,0.1,Loja Fisica,Sudeste,PF,Pix,139.84,0
729,2024-03-14,Branco,Chardonnay Safra,2019,82.18,15,0.05,Loja Fisica,Sudeste,PJ,Boleto,1171.07,1
730,2024-08-15,Tinto,Cabernet Reserva,2016,101.39,8,0.2,Distribuidor,Sudeste,PF,Boleto,648.9,1
731,2025-07-15,Tinto,Tannat Especial,2001,292.51,1,0.0,Distribuidor,Sudeste,PF,Debito,292.51,1
732,2024-08-26,Tinto,Merlot Classico,2020,342.12,10,0.05,E-commerce,Sul,PF,Credito,3250.14,1
733,2024-02-01,Tinto,Merlot Classico,2023,195.76,2,0.0,Loja Fisica,Centro-Oeste,PF,Credito,391.52,1
734,2026-01-23,Tinto,Cabernet Reserva,2015,211.83,3,0.0,Loja Fisica,Sul,PF,Boleto,635.49,0
735,2024-08-30,Tinto,Malbec Premium,2008,208.72,1,0.0,Distribuidor,Sudeste,PF,Debito,208.72,1
736,2024-05-14,Tinto,Merlot Classico,2017,118.14,10,0.0,Eventos,Sul,PF,Credito,1181.4,0
737,2025-10-17,Tinto,Merlot Classico,2004,291.55,11,0.2,Distribuidor,Nordeste,PF,Credito,2565.64,0
738,2025-12-16,Tinto,Cabernet Reserva,2001,338.45,1,0.05,E-commerce,Nordeste,PF,Credito,321.53,1
739,2024-11-18,Tinto,Merlot Classico,2013,114.7,5,0.0,Eventos,Sudeste,PF,Pix,573.5,1
740,2024-01-13,Tinto,Cabernet Reserva,2009,166.24,19,0.25,Loja Fisica,Sul,PJ,Pix,2368.92,0
741,2024-08-04,Tinto,Malbec Premium,2023,235.41,1,0.05,Loja Fisica,Sul,PF,Credito,223.64,1
742,2025-09-19,Branco,Chardonnay Safra,2004,226.75,5,0.05,Loja Fisica,Sul,PF,Pix,1077.06,1
743,2024-06-17,Tinto,Merlot Classico,2023,123.61,8,0.05,Loja Fisica,Sudeste,PF,Credito,939.44,0
744,2025-07-05,Rose,Rose Brasileiro,2002,116.51,11,0.0,E-commerce,Sudeste,PF,Credito,1281.61,0
745,2025-11-27,Rose,Rose Brasileiro,2015,118.03,9,0.05,E-commerce,Sudeste,PF,Pix,1009.16,1
746,2024-09-24,Tinto,Merlot Classico,2017,297.89,21,0.0,E-commerce,Sul,PJ,Debito,6255.69,1
747,2025-05-02,Tinto,Cabernet Reserva,2005,128.65,28,0.15,Loja Fisica,Centro-Oeste,PJ,Credito,3061.87,1
748,2025-11-23,Tinto,Tannat Especial,2011,154.14,1,0.05,Loja Fisica,Sudeste,PF,Debito,146.43,0
749,2026-02-18,Tinto,Malbec Premium,2006,85.28,5,0.0,E-commerce,Nordeste,PF,Pix,426.4,1
750,2026-04-30,Espumante,Brut Tradicional,2007,245.71,37,0.1,Distribuidor,Sudeste,PJ,Pix,8182.14,1
751,2025-09-15,Tinto,Merlot Classico,2023,309.03,4,0.1,Loja Fisica,Sudeste,PF,Pix,1112.51,1
752,2025-04-08,Branco,Riesling Doce,2020,187.76,1,0.0,Loja Fisica,Sul,PF,Debito,187.76,1
753,2024-10-26,Tinto,Merlot Classico,2018,288.25,7,0.0,E-commerce,Sudeste,PF,Credito,2017.75,1
754,2024-03-15,Tinto,Tannat Especial,2012,302.11,7,0.0,Loja Fisica,Sudeste,PF,Boleto,2114.77,1
755,2024-11-22,Espumante,Moscatel Doce,2012,106.94,6,0.0,E-commerce,Norte,PF,Credito,641.64,1
756,2025-07-25,Rose,Rose Brasileiro,2007,111.8,1,0.2,Loja Fisica,Sudeste,PF,Boleto,89.44,0
757,2024-09-06,Espumante,Brut Tradicional,2000,286.5,11,0.2,Loja Fisica,Sudeste,PF,Pix,2521.2,0
758,2026-03-19,Branco,Chardonnay Safra,2021,65.33,6,0.0,Loja Fisica,Sudeste,PF,Boleto,391.98,1
759,2025-12-21,Tinto,Merlot Classico,2003,349.38,1,0.1,Loja Fisica,Nordeste,PF,Credito,314.44,0
760,2026-02-09,Tinto,Merlot Classico,2007,270.0,8,0.05,Distribuidor,Nordeste,PF,Pix,2052.0,1
761,2026-04-17,Espumante,Brut Tradicional,2018,110.21,28,0.0,E-commerce,Sul,PJ,Boleto,3085.88,0
762,2025-09-23,Branco,Chardonnay Safra,2007,190.12,4,0.1,E-commerce,Sudeste,PF,Pix,684.43,0
763,2025-09-23,Tinto,Malbec Premium,2022,323.51,2,0.0,Loja Fisica,Sudeste,PF,Credito,647.02,0
764,2025-08-20,Tinto,Merlot Classico,2011,336.29,8,0.05,Distribuidor,Sul,PF,Credito,2555.8,1
765,2026-02-17,Tinto,Merlot Classico,2001,183.95,6,0.0,Loja Fisica,Sul,PF,Credito,1103.7,0
766,2024-07-08,Rose,Rose Brasileiro,2019,170.93,3,0.0,E-commerce,Sudeste,PF,Pix,512.79,1
767,2026-04-23,Tinto,Cabernet Reserva,2018,179.32,9,0.1,E-commerce,Centro-Oeste,PF,Debito,1452.49,1
768,2024-05-27,Espumante,Brut Tradicional,2006,388.73,3,0.2,Eventos,Sudeste,PF,Debito,932.95,0
769,2025-07-23,Espumante,Moscatel Doce,2011,298.7,9,0.0,E-commerce,Nordeste,PF,Pix,2688.3,1
770,2024-12-26,Tinto,Cabernet Reserva,2007,304.17,4,0.0,E-commerce,Sudeste,PF,Debito,1216.68,1
771,2025-03-25,Tinto,Cabernet Reserva,2004,205.01,3,0.0,E-commerce,Sul,PF,Debito,615.03,0
772,2025-10-25,Tinto,Malbec Premium,2012,304.34,1,0.15,E-commerce,Sudeste,PF,Credito,258.69,1
773,2026-01-04,Tinto,Merlot Classico,2002,151.81,36,0.1,Loja Fisica,Sudeste,PJ,Credito,4918.64,1
774,2025-01-07,Branco,Riesling Doce,2017,143.67,23,0.0,Loja Fisica,Sudeste,PJ,Credito,3304.41,1
775,2025-01-24,Tinto,Tannat Especial,2012,254.05,3,0.0,Distribuidor,Centro-Oeste,PJ,Debito,762.15,0
776,2024-08-15,Rose,Rose Brasileiro,2002,73.64,7,0.0,Eventos,Nordeste,PF,Boleto,515.48,0
777,2026-03-12,Tinto,Merlot Classico,2017,181.92,10,0.25,Loja Fisica,Sudeste,PF,Credito,1364.4,0
778,2024-03-19,Tinto,Cabernet Reserva,2004,315.88,5,0.0,Loja Fisica,Centro-Oeste,PF,Credito,1579.4,0
779,2024-09-07,Branco,Chardonnay Safra,2016,220.86,5,0.05,E-commerce,Sudeste,PF,Boleto,1049.09,1
780,2025-03-01,Branco,Chardonnay Safra,2005,226.44,1,0.0,Loja Fisica,Sudeste,PF,Pix,226.44,1
781,2025-11-15,Tinto,Merlot Classico,2018,171.64,6,0.2,Loja Fisica,Sudeste,PF,Pix,823.87,1
782,2025-05-16,Tinto,Tannat Especial,2013,258.02,1,0.25,E-commerce,Sudeste,PF,Credito,193.51,1
783,2025-05-06,Branco,Sauvignon Blanc,2018,87.85,37,0.15,Loja Fisica,Sudeste,PJ,Credito,2762.88,1
784,2025-08-06,Espumante,Brut Tradicional,2006,312.82,3,0.1,Loja Fisica,Sul,PF,Credito,844.61,1
785,2024-08-16,Rose,Rose Provence,2012,107.23,2,0.0,Loja Fisica,Sul,PF,Credito,214.46,0
786,2025-12-15,Tinto,Merlot Classico,2004,145.4,4,0.15,E-commerce,Sudeste,PF,Pix,494.36,0
787,2024-02-03,Branco,Riesling Doce,2000,95.01,4,0.05,Loja Fisica,Sudeste,PF,Debito,361.04,0
788,2024-02-06,Tinto,Tannat Especial,2015,289.85,1,0.25,Loja Fisica,Sudeste,PF,Credito,217.39,0
789,2024-01-26,Tinto,Malbec Premium,2007,139.22,9,0.1,Loja Fisica,Sul,PF,Credito,1127.68,0
790,2026-02-14,Tinto,Malbec Premium,2014,99.99,6,0.25,Loja Fisica,Sudeste,PF,Pix,449.95,1
791,2025-06-14,Tinto,Merlot Classico,2014,303.8,17,0.05,Eventos,Sul,PJ,Credito,4906.37,1
792,2024-04-29,Espumante,Brut Tradicional,2021,105.8,29,0.2,E-commerce,Nordeste,PJ,Boleto,2454.56,1
793,2024-12-01,Branco,Riesling Doce,2004,143.67,13,0.0,Distribuidor,Sul,PJ,Credito,1867.71,1
794,2025-04-19,Tinto,Cabernet Reserva,2005,141.79,2,0.0,Loja Fisica,Sudeste,PF,Credito,283.58,0
795,2024-11-04,Tinto,Merlot Classico,2022,191.75,9,0.0,E-commerce,Sul,PF,Credito,1725.75,0
796,2025-06-06,Branco,Riesling Doce,2008,108.71,16,0.0,Distribuidor,Sudeste,PJ,Pix,1739.36,0
797,2024-08-08,Tinto,Malbec Premium,2012,309.08,8,0.0,E-commerce,Sul,PF,Pix,2472.64,1
798,2024-05-07,Branco,Chardonnay Safra,2020,242.09,9,0.2,E-commerce,Sudeste,PF,Pix,1743.05,1
799,2026-02-01,Tinto,Cabernet Reserva,2022,335.73,9,0.1,Eventos,Norte,PF,Credito,2719.41,0
800,2026-03-14,Branco,Riesling Doce,2003,151.04,4,0.0,Loja Fisica,Nordeste,PF,Credito,604.16,0
801,2026-02-02,Branco,Chardonnay Safra,2013,214.92,5,0.15,Loja Fisica,Sudeste,PF,Pix,913.41,1
802,2025-09-04,Espumante,Moscatel Doce,2018,310.06,6,0.0,E-commerce,Sudeste,PF,Credito,1860.36,1
803,2024-08-12,Tinto,Merlot Classico,2009,276.97,8,0.25,Eventos,Sudeste,PF,Debito,1661.82,0
804,2024-11-06,Branco,Riesling Doce,2010,153.5,9,0.0,E-commerce,Sudeste,PF,Pix,1381.5,0
805,2024-12-15,Tinto,Cabernet Reserva,2017,344.06,28,0.05,Distribuidor,Sudeste,PJ,Credito,9152.0,1
806,2025-10-01,Tinto,Malbec Premium,2013,162.25,4,0.1,Eventos,Sul,PJ,Debito,584.1,0
807,2024-07-17,Branco,Chardonnay Safra,2003,138.46,4,0.0,E-commerce,Nordeste,PJ,Credito,553.84,0
808,2025-03-30,Tinto,Cabernet Reserva,2000,145.48,30,0.25,Loja Fisica,Sudeste,PJ,Debito,3273.3,0
809,2025-06-07,Tinto,Merlot Classico,2022,126.71,10,0.05,Loja Fisica,Sul,PF,Pix,1203.74,1
810,2024-02-25,Tinto,Merlot Classico,2001,222.83,5,0.05,Loja Fisica,Norte,PF,Pix,1058.44,0
811,2024-06-01,Tinto,Merlot Classico,2006,306.77,9,0.1,E-commerce,Sul,PF,Credito,2484.84,1
812,2024-08-09,Tinto,Merlot Classico,2013,170.01,3,0.0,Eventos,Sul,PF,Boleto,510.03,0
813,2025-05-07,Tinto,Tannat Especial,2010,268.6,18,0.1,E-commerce,Sudeste,PJ,Credito,4351.32,1
814,2026-02-07,Branco,Riesling Doce,2013,68.4,4,0.15,Distribuidor,Nordeste,PF,Credito,232.56,1
815,2024-08-08,Tinto,Malbec Premium,2006,135.73,11,0.15,Loja Fisica,Sudeste,PF,Debito,1269.08,1
816,2025-03-18,Tinto,Cabernet Reserva,2020,137.98,3,0.0,E-commerce,Centro-Oeste,PF,Boleto,413.94,1
817,2025-04-15,Tinto,Merlot Classico,2016,343.55,9,0.0,Loja Fisica,Sudeste,PF,Pix,3091.95,1
818,2025-08-10,Espumante,Moscatel Doce,2015,267.22,8,0.05,E-commerce,Sul,PF,Pix,2030.87,1
819,2025-10-04,Tinto,Tannat Especial,2008,191.57,11,0.1,E-commerce,Sudeste,PF,Boleto,1896.54,0
820,2025-12-24,Branco,Riesling Doce,2014,100.43,29,0.05,Loja Fisica,Centro-Oeste,PJ,Debito,2766.85,1
821,2026-04-14,Tinto,Cabernet Reserva,2009,170.46,8,0.1,Loja Fisica,Sul,PF,Credito,1227.31,0
822,2026-04-08,Tinto,Cabernet Reserva,2020,234.97,9,0.05,E-commerce,Sul,PF,Credito,2008.99,0
823,2025-10-28,Tinto,Tannat Especial,2016,123.97,9,0.2,Loja Fisica,Centro-Oeste,PF,Credito,892.58,1
824,2024-06-26,Tinto,Merlot Classico,2022,220.41,39,0.1,Eventos,Sul,PJ,Credito,7736.39,1
825,2026-03-26,Tinto,Cabernet Reserva,2003,99.74,20,0.0,Eventos,Sudeste,PJ,Credito,1994.8,1
826,2024-04-27,Tinto,Cabernet Reserva,2018,147.37,6,0.15,E-commerce,Nordeste,PF,Credito,751.59,1
827,2024-03-12,Tinto,Cabernet Reserva,2022,132.54,7,0.1,Distribuidor,Centro-Oeste,PF,Boleto,835.0,1
828,2024-05-13,Tinto,Malbec Premium,2010,281.83,10,0.2,Eventos,Sul,PF,Credito,2254.64,1
829,2025-05-19,Tinto,Cabernet Reserva,2009,327.03,2,0.0,Loja Fisica,Sul,PF,Credito,654.06,1
830,2026-03-18,Branco,Riesling Doce,2016,112.77,10,0.0,E-commerce,Sudeste,PF,Credito,1127.7,1
831,2024-11-30,Branco,Chardonnay Safra,2016,186.8,5,0.0,Loja Fisica,Sudeste,PF,Credito,934.0,0
832,2024-09-26,Rose,Rose Provence,2022,183.14,4,0.0,Loja Fisica,Sudeste,PF,Debito,732.56,1
833,2025-04-08,Tinto,Cabernet Reserva,2016,233.37,34,0.15,Loja Fisica,Centro-Oeste,PJ,Credito,6744.39,1
834,2025-06-28,Tinto,Cabernet Reserva,2019,109.57,4,0.05,Loja Fisica,Sul,PF,Pix,416.37,0
835,2025-04-27,Tinto,Cabernet Reserva,2015,118.04,14,0.0,E-commerce,Sudeste,PJ,Debito,1652.56,1
836,2026-01-21,Espumante,Brut Tradicional,2016,125.81,2,0.2,Distribuidor,Sudeste,PF,Pix,201.3,1
837,2026-02-05,Tinto,Merlot Classico,2002,284.38,10,0.0,E-commerce,Sudeste,PF,Boleto,2843.8,1
838,2025-04-11,Tinto,Malbec Premium,2017,305.83,3,0.05,Loja Fisica,Sudeste,PF,Debito,871.62,1
839,2025-04-26,Tinto,Cabernet Reserva,2023,237.34,2,0.05,Loja Fisica,Sudeste,PF,Credito,450.95,1
840,2025-01-05,Branco,Chardonnay Safra,2013,203.78,8,0.25,E-commerce,Sul,PF,Debito,1222.68,0
841,2024-05-24,Tinto,Merlot Classico,2004,272.4,14,0.2,E-commerce,Nordeste,PJ,Pix,3050.88,1
842,2025-03-01,Branco,Chardonnay Safra,2022,222.8,8,0.0,E-commerce,Sudeste,PF,Pix,1782.4,1
843,2025-12-18,Tinto,Cabernet Reserva,2018,143.18,6,0.25,E-commerce,Norte,PF,Debito,644.31,0
844,2024-01-22,Tinto,Cabernet Reserva,2010,295.63,4,0.2,Distribuidor,Sul,PF,Pix,946.02,1
845,2024-09-18,Branco,Riesling Doce,2010,189.21,7,0.0,Loja Fisica,Sudeste,PJ,Credito,1324.47,0
846,2024-03-18,Espumante,Moscatel Doce,2022,366.71,4,0.1,Loja Fisica,Norte,PF,Credito,1320.16,0
847,2025-07-11,Espumante,Brut Tradicional,2009,245.97,1,0.05,E-commerce,Nordeste,PF,Debito,233.67,1
848,2025-11-13,Tinto,Cabernet Reserva,2019,201.31,6,0.0,E-commerce,Sudeste,PF,Credito,1207.86,0
849,2024-05-28,Tinto,Tannat Especial,2022,97.12,6,0.15,Distribuidor,Sul,PF,Pix,495.31,1
850,2026-03-03,Tinto,Merlot Classico,2003,326.87,1,0.05,E-commerce,Centro-Oeste,PF,Debito,310.53,1
851,2025-10-23,Tinto,Tannat Especial,2013,144.87,4,0.2,Loja Fisica,Sul,PF,Credito,463.58,0
852,2025-03-26,Tinto,Malbec Premium,2022,123.96,7,0.05,E-commerce,Norte,PF,Debito,824.33,1
853,2024-11-07,Branco,Chardonnay Safra,2019,192.02,1,0.1,Eventos,Sudeste,PF,Pix,172.82,1
854,2024-02-02,Branco,Sauvignon Blanc,2002,240.29,9,0.0,Loja Fisica,Centro-Oeste,PF,Credito,2162.61,1
855,2024-01-07,Tinto,Merlot Classico,2017,228.79,10,0.1,Loja Fisica,Norte,PF,Debito,2059.11,0
856,2025-07-06,Branco,Sauvignon Blanc,2016,200.03,15,0.0,Distribuidor,Sul,PJ,Credito,3000.45,0
857,2024-07-26,Tinto,Malbec Premium,2021,202.91,8,0.1,Distribuidor,Sudeste,PF,Credito,1460.95,0
858,2026-03-14,Branco,Riesling Doce,2000,109.4,28,0.1,Distribuidor,Sudeste,PJ,Debito,2756.88,1
859,2024-11-03,Branco,Chardonnay Safra,2003,143.2,20,0.05,E-commerce,Sudeste,PJ,Credito,2720.8,1
860,2024-02-07,Tinto,Merlot Classico,2015,255.35,11,0.05,Distribuidor,Sudeste,PF,Pix,2668.41,1
861,2024-02-13,Tinto,Tannat Especial,2005,281.21,11,0.0,Loja Fisica,Norte,PF,Credito,3093.31,1
862,2025-09-12,Tinto,Cabernet Reserva,2013,265.22,9,0.0,E-commerce,Sudeste,PF,Debito,2386.98,1
863,2025-05-26,Espumante,Brut Tradicional,2007,370.73,10,0.05,Loja Fisica,Sul,PF,Credito,3521.93,0
864,2025-03-15,Tinto,Malbec Premium,2006,185.94,8,0.05,Loja Fisica,Sul,PF,Debito,1413.14,1
865,2026-04-22,Tinto,Merlot Classico,2016,146.89,7,0.05,Loja Fisica,Sudeste,PF,Credito,976.82,1
866,2026-03-18,Tinto,Merlot Classico,2004,212.56,2,0.05,Eventos,Sudeste,PF,Credito,403.86,1
867,2024-08-25,Tinto,Malbec Premium,2010,265.98,5,0.05,Eventos,Centro-Oeste,PF,Pix,1263.4,0
868,2024-10-24,Tinto,Cabernet Reserva,2018,261.51,1,0.15,Eventos,Sudeste,PF,Pix,222.28,1
869,2025-06-01,Tinto,Malbec Premium,2018,149.27,5,0.0,Distribuidor,Nordeste,PF,Credito,746.35,0
870,2024-10-04,Tinto,Merlot Classico,2003,176.8,11,0.0,Loja Fisica,Sudeste,PJ,Debito,1944.8,1
871,2025-04-12,Tinto,Cabernet Reserva,2003,90.49,7,0.0,Loja Fisica,Sudeste,PF,Credito,633.43,1
872,2024-04-21,Branco,Sauvignon Blanc,2004,70.66,5,0.05,Distribuidor,Sul,PF,Credito,335.63,1
873,2025-02-23,Rose,Rose Provence,2023,116.7,10,0.0,E-commerce,Nordeste,PF,Boleto,1167.0,1
874,2025-03-27,Tinto,Cabernet Reserva,2012,170.49,9,0.15,Loja Fisica,Sudeste,PF,Credito,1304.25,1
875,2025-07-15,Tinto,Merlot Classico,2016,311.28,8,0.15,Loja Fisica,Sul,PF,Credito,2116.7,1
876,2024-12-18,Branco,Sauvignon Blanc,2006,91.56,3,0.0,Distribuidor,Nordeste,PF,Credito,274.68,1
877,2024-03-27,Branco,Chardonnay Safra,2019,247.06,2,0.05,Loja Fisica,Sul,PF,Credito,469.41,1
878,2026-04-04,Tinto,Malbec Premium,2010,295.48,6,0.2,E-commerce,Nordeste,PF,Credito,1418.3,1
879,2024-05-13,Branco,Sauvignon Blanc,2014,185.26,3,0.0,Eventos,Sudeste,PF,Credito,555.78,0
880,2025-12-28,Rose,Rose Provence,2011,148.03,6,0.0,Loja Fisica,Sul,PF,Debito,888.18,1
881,2024-08-26,Tinto,Tannat Especial,2000,292.9,32,0.2,Loja Fisica,Sudeste,PJ,Debito,7498.24,0
882,2026-04-24,Rose,Rose Provence,2020,173.02,22,0.15,E-commerce,Norte,PJ,Credito,3235.47,0
883,2024-12-06,Tinto,Cabernet Reserva,2017,338.36,4,0.0,E-commerce,Sul,PJ,Pix,1353.44,0
884,2025-04-17,Tinto,Merlot Classico,2015,277.42,7,0.0,Loja Fisica,Sul,PF,Credito,1941.94,0
885,2024-04-26,Tinto,Malbec Premium,2019,239.7,8,0.15,Loja Fisica,Sul,PF,Debito,1629.96,0
886,2024-05-07,Tinto,Cabernet Reserva,2021,338.32,4,0.0,Loja Fisica,Sul,PF,Credito,1353.28,1
887,2024-11-25,Tinto,Tannat Especial,2002,189.68,5,0.05,Distribuidor,Sul,PF,Debito,900.98,0
888,2026-01-14,Tinto,Cabernet Reserva,2021,266.41,11,0.0,Loja Fisica,Nordeste,PF,Credito,2930.51,1
889,2026-03-08,Branco,Chardonnay Safra,2001,173.72,8,0.15,E-commerce,Sudeste,PF,Credito,1181.3,1
890,2025-08-24,Branco,Chardonnay Safra,2005,117.53,7,0.0,Distribuidor,Sudeste,PF,Credito,822.71,1
891,2026-02-06,Tinto,Malbec Premium,2009,299.65,36,0.05,Distribuidor,Sudeste,PJ,Credito,10248.03,1
892,2025-03-02,Tinto,Malbec Premium,2012,139.25,8,0.2,E-commerce,Sudeste,PF,Credito,891.2,1
893,2025-09-27,Tinto,Merlot Classico,2017,339.96,3,0.0,Loja Fisica,Sudeste,PF,Debito,1019.88,1
894,2024-08-27,Branco,Riesling Doce,2005,63.38,37,0.05,Loja Fisica,Norte,PJ,Boleto,2227.81,0
895,2024-04-09,Tinto,Cabernet Reserva,2001,275.29,37,0.05,Loja Fisica,Nordeste,PJ,Pix,9676.44,1
896,2025-03-02,Tinto,Cabernet Reserva,2016,255.65,3,0.0,Loja Fisica,Norte,PF,Credito,766.95,0
897,2024-11-15,Tinto,Tannat Especial,2012,166.23,11,0.2,E-commerce,Sul,PF,Credito,1462.82,1
